2546.481934,110.3672028,4069.82959,-0.061187726,-1.990508318,99.90692139,2551.481934
2546.386719,110.3529968,4069.845947,0.015015693,-1.672023416,99.91421509,2551.386719
2546.289063,110.3396454,4069.862793,0.071578793,-1.399198294,99.90736389,2551.289063
2546.191895,110.332634,4069.879883,0.067820042,-1.384520292,99.91313171,2551.191895
2546.094482,110.3293533,4069.896729,0.060653023,-1.484917164,99.90678406,2551.094482
2545.996582,110.3274689,4069.914063,0.054128621,-1.612573385,99.91267395,2550.996582
2545.897705,110.3259125,4069.930908,0.048397396,-1.740168214,99.90681458,2550.897705
2545.797852,110.3242569,4069.947754,0.044388089,-1.860195041,99.91241455,2550.797852
2545.69751,110.3223419,4069.964844,0.041015055,-1.97173202,99.90661621,2550.69751
2545.595947,110.3201218,4069.981689,0.038672663,-2.076657534,99.91221619,2550.595947
2545.493652,110.3176575,4070,0.03630748,-2.175961494,99.90641785,2550.493652
2545.390625,110.314949,4070.018555,0.035545547,-2.27166605,99.91203308,2550.390625
2545.286865,110.3120499,4070.037109,0.03556725,-2.364467859,99.90631104,2550.286865
2545.181885,110.3087692,4070.055908,0.037449189,-2.444852352,99.91194153,2550.181885
2545.075928,110.3051529,4070.074707,0.037813891,-2.516664982,99.90618896,2550.075928
2544.968994,110.3013611,4070.093018,0.038605444,-2.585964203,99.91181946,2549.968994
2544.861328,110.2974777,4070.111816,0.038352918,-2.654231787,99.90605164,2549.861328
2544.752686,110.2935333,4070.130615,0.038643342,-2.722656727,99.91168213,2549.752686
2544.643311,110.2895279,4070.14917,0.03847611,-2.791382074,99.90592957,2549.643311
2544.532959,110.2854538,4070.167725,0.040069286,-2.858639002,99.91142273,2549.532959
2544.421143,110.2808304,4070.1875,0.044048656,-2.905637503,99.90576172,2549.421143
2544.308594,110.2758255,4070.20752,0.045660134,-2.942568302,99.91140747,2549.308594
2544.194824,110.2706451,4070.227783,0.045939501,-2.977046967,99.90568542,2549.194824
2544.079834,110.2653809,4070.248047,0.046553567,-3.011894703,99.91131592,2549.079834
2543.964111,110.2598114,4070.268311,0.049767867,-3.036497116,99.90565491,2548.964111
2543.84668,110.2538452,4070.288574,0.051722601,-3.048729897,99.9112854,2548.84668
2543.728271,110.2476959,4070.309082,0.052057426,-3.057609081,99.90562439,2548.728271
2543.608643,110.2414551,4070.329346,0.052791048,-3.066317558,99.91130066,2548.608643
2543.487793,110.2349396,4070.350342,0.054302406,-3.067779303,99.90574646,2548.487793
2543.365723,110.228241,4070.37207,0.053563423,-3.066099167,99.91130066,2548.365723
2543.242432,110.2212296,4070.394043,0.051255275,-3.075777531,99.90562439,2548.242432
